player_id,age_group,prior_coding_exp,motivation_type,sessions_played,avg_session_time_min,levels_attempted,levels_completed,completion_rate,initial_difficulty,current_difficulty,difficulty_jump,avg_attempts_per_level,syntax_errors,logic_errors,hints_used,hint_rate,forum_posts,badges_earned,streak_days,time_between_sessions,performance_score,flow_score,optimal_difficulty,churned
P1145,16-18,2,Extrinsic,19,29.19,43,10,0.233,3,5,2,3.55,7,5,1,0.023,2,0,0,4.02,33.43,56.93,0,0
P1146,23-30,4,Intrinsic,16,16.45,44,28,0.636,4,4,0,2.11,5,1,1,0.023,1,4,7,5.69,67.18,81.14,1,0
P1147,19-22,3,Intrinsic,13,24.74,20,13,0.65,3,6,3,3.69,7,9,1,0.05,1,6,2,3.57,62.77,75.0,1,0
P1148,19-22,3,Extrinsic,13,11.78,24,16,0.667,4,7,3,6.28,9,13,5,0.208,2,5,2,0.98,55.47,71.08,1,0
P1149,23-30,4,Social,12,29.29,26,16,0.615,3,4,1,3.02,9,4,2,0.077,0,3,6,0.77,62.56,76.46,1,0
P1150,23-30,5,Extrinsic,15,21.41,24,12,0.5,4,7,3,2.8,5,5,5,0.208,0,1,5,2.5,59.5,62.75,1,0
P1151,19-22,3,Extrinsic,2,18.73,5,4,0.8,1,1,0,2.31,8,5,2,0.4,0,5,3,0.66,70.73,78.0,1,0
P1152,19-22,3,Intrinsic,11,12.21,22,7,0.318,2,2,0,3.08,5,5,1,0.045,0,0,3,1.43,42.02,64.55,1,0
P1153,19-22,4,Intrinsic,11,5.0,20,6,0.3,2,3,1,1.5,2,6,1,0.05,1,0,1,2.97,49.26,61.5,1,0
P1154,19-22,4,Intrinsic,9,13.69,13,11,0.846,4,3,1,5.94,22,9,0,0.0,0,3,14,1.01,64.5,90.31,1,0
P1155,19-22,1,Extrinsic,6,30.9,15,14,0.933,1,3,2,5.3,5,11,1,0.067,2,2,6,1.41,56.08,90.67,1,0
P1156,19-22,0,Social,8,18.78,22,16,0.727,4,3,1,5.65,17,12,3,0.136,2,3,6,1.34,44.48,80.27,1,0
P1157,13-15,0,Extrinsic,23,20.65,48,46,0.958,2,3,1,4.09,8,4,1,0.021,1,8,5,1.85,65.11,95.29,1,0
P1158,23-30,2,Intrinsic,9,27.24,21,14,0.667,3,6,3,1.36,2,3,4,0.19,1,2,1,3.37,59.27,71.62,1,0
P1159,23-30,3,Intrinsic,15,36.45,27,14,0.519,5,5,0,5.3,9,3,0,0.0,1,3,1,4.57,48.98,75.93,1,0
P1160,13-15,0,Extrinsic,11,32.6,26,17,0.654,3,4,1,2.2,4,2,0,0.0,1,4,5,3.28,51.64,80.69,1,0
P1161,19-22,3,Intrinsic,16,14.22,24,14,0.583,2,1,1,2.33,2,3,1,0.042,3,5,4,0.5,62.02,75.92,1,0
P1162,13-15,2,Social,12,6.46,26,25,0.962,2,1,1,3.73,7,3,1,0.038,0,1,0,6.81,63.63,94.92,1,0
P1163,16-18,2,Social,13,40.88,32,27,0.844,5,6,1,5.57,12,5,3,0.094,3,1,2,2.61,54.33,87.38,1,0
P1164,19-22,4,Extrinsic,7,40.15,20,9,0.45,3,4,1,5.08,11,13,0,0.0,0,2,4,7.59,49.3,70.5,1,0
P1165,13-15,0,Intrinsic,17,23.51,35,27,0.771,3,4,1,4.86,10,6,0,0.0,4,4,7,9.96,49.71,86.57,1,0
P1166,19-22,2,Intrinsic,12,11.84,31,17,0.548,3,6,3,4.03,7,5,4,0.129,3,4,5,1.89,50.85,67.55,1,0
P1167,19-22,5,Intrinsic,9,29.71,21,14,0.667,2,3,1,3.01,4,5,5,0.238,2,5,5,7.44,71.65,74.19,1,0
P1168,16-18,1,Intrinsic,4,21.14,11,3,0.273,2,4,2,4.52,8,7,3,0.273,0,2,1,1.36,31.61,51.45,0,0
P1169,13-15,1,Intrinsic,11,21.1,23,16,0.696,3,3,0,2.8,7,4,3,0.13,2,5,6,0.9,57.31,80.87,1,0
P1170,16-18,0,Extrinsic,14,29.16,27,15,0.556,4,4,0,4.33,10,2,0,0.0,4,3,1,0.5,40.89,77.78,1,0
P1171,19-22,1,Extrinsic,7,24.67,19,15,0.789,2,4,2,5.25,11,11,4,0.211,1,3,10,1.8,51.97,79.16,1,0
P1172,23-30,5,Intrinsic,6,12.51,9,2,0.222,4,3,1,4.39,9,3,2,0.222,1,0,9,3.5,42.92,52.44,0,0
P1173,19-22,4,Intrinsic,10,19.4,17,14,0.824,4,3,1,1.0,4,2,0,0.0,0,3,2,11.3,75.94,89.18,1,0
P1174,16-18,0,Intrinsic,7,27.29,11,1,0.091,5,4,1,3.69,9,5,4,0.364,2,0,3,2.21,19.41,41.64,0,0
P1175,19-22,2,Intrinsic,13,26.08,35,10,0.286,2,1,1,3.34,12,1,2,0.057,1,1,6,3.98,37.59,60.57,1,0
P1176,16-18,3,Social,24,24.1,36,17,0.472,2,5,3,4.75,11,13,1,0.028,2,1,2,6.79,45.51,66.78,1,0
P1177,19-22,2,Intrinsic,9,29.47,25,19,0.76,4,6,2,2.87,1,3,5,0.2,2,1,10,2.35,57.73,78.0,1,0
P1178,13-15,2,Intrinsic,5,19.11,10,8,0.8,2,2,0,1.01,4,3,2,0.2,1,7,5,0.55,72.97,84.0,1,0
P1179,19-22,2,Intrinsic,14,23.43,21,11,0.524,1,3,2,4.69,7,5,2,0.095,0,2,0,5.66,45.22,69.33,1,0
P1180,16-18,2,Social,13,5.0,27,10,0.37,4,4,0,2.47,3,1,0,0.0,2,2,1,2.56,44.65,68.52,1,0
P1181,23-30,3,Extrinsic,5,18.4,8,3,0.375,2,1,1,4.36,4,5,1,0.125,0,1,3,4.26,42.59,63.0,1,0
P1182,16-18,2,Intrinsic,12,28.11,29,26,0.897,3,6,3,3.49,8,7,5,0.172,1,7,7,3.22,70.63,83.66,1,0
P1183,19-22,3,Extrinsic,13,18.88,32,29,0.906,3,4,1,5.62,15,11,4,0.125,1,3,2,0.5,63.69,89.56,1,0
P1184,23-30,3,Extrinsic,9,18.27,20,5,0.25,4,5,1,5.0,8,10,3,0.15,0,1,9,0.56,36.0,56.0,0,0
P1185,13-15,0,Social,19,13.67,29,15,0.517,2,1,1,3.95,7,4,0,0.0,1,3,6,1.01,40.33,73.86,1,0
P1186,23-30,2,Intrinsic,20,30.03,49,11,0.224,4,3,1,3.18,9,9,0,0.0,1,4,4,1.01,40.03,59.22,0,0
P1187,19-22,5,Social,19,26.39,50,26,0.52,3,5,2,5.28,15,12,0,0.0,2,4,1,5.48,58.6,72.0,1,0
P1188,13-15,0,Social,17,28.6,43,12,0.279,3,6,3,5.09,7,12,2,0.047,0,1,8,2.74,24.94,56.56,0,0
P1189,16-18,1,Social,21,8.19,50,45,0.9,2,5,3,4.86,6,8,10,0.2,4,7,3,0.5,63.36,83.0,1,0
P1190,19-22,2,Extrinsic,12,20.72,21,11,0.524,2,4,2,5.56,13,7,1,0.048,1,4,5,1.47,46.04,70.76,1,0
P1191,13-15,0,Extrinsic,12,19.76,33,19,0.576,3,6,3,6.64,10,8,5,0.152,3,3,6,2.44,35.93,68.24,1,0
P1192,19-22,3,Intrinsic,11,19.76,21,9,0.429,3,6,3,2.62,5,7,4,0.19,2,1,0,0.87,49.09,59.71,0,0
P1193,16-18,5,Extrinsic,9,17.07,13,7,0.538,5,6,1,1.92,6,2,1,0.077,0,0,2,0.5,61.73,72.62,1,0
P1194,19-22,5,Extrinsic,5,19.23,13,3,0.231,3,6,3,3.33,11,4,4,0.308,0,0,1,1.44,45.91,46.31,0,1
P1195,13-15,0,Extrinsic,10,28.8,29,23,0.793,3,2,1,1.25,1,2,2,0.069,0,2,2,1.86,56.61,85.59,1,0
P1196,23-30,3,Intrinsic,22,6.7,50,29,0.58,3,4,1,3.41,4,7,2,0.04,0,3,8,7.05,56.19,75.8,1,0
P1197,23-30,4,Extrinsic,15,36.22,27,18,0.667,4,3,1,4.4,5,5,5,0.185,3,4,0,7.17,62.67,75.78,1,0
P1198,23-30,4,Social,7,25.87,13,8,0.615,3,2,1,3.47,8,2,2,0.154,0,4,3,2.08,62.95,74.15,1,0
P1199,19-22,2,Intrinsic,9,21.66,19,12,0.632,2,4,2,3.2,6,5,4,0.211,3,6,3,1.91,59.27,71.26,1,0
P1200,13-15,1,Social,15,29.25,42,15,0.357,4,7,3,6.19,7,9,3,0.071,1,2,1,3.07,30.81,59.71,0,0
